i,url,fecha
217,https://es.cointelegraph.com/news/small-time-investors-achieve-the-1-btc-dream-as-bitcoin-holds-20k-range,26.06.2022 19:05
218,https://es.cointelegraph.com/news/how-low-can-ethereum-price-drop-versus-bitcoin-amid-the-defi-contagion,26.06.2022 18:35
219,https://es.cointelegraph.com/news/bitcoin-may-still-see-wild-weekend-as-btc-price-avoids-key-22k-zone,26.06.2022 01:05
220,https://es.cointelegraph.com/news/bitcoin-network-power-demand-falls-to-10-65gw-as-hash-rate-sees-14-drop,25.06.2022 18:05
221,https://es.cointelegraph.com/news/crypto-stories-youtuber-paco-de-la-india-explains-his-travels-using-bitcoin,25.06.2022 01:35
222,https://es.cointelegraph.com/news/crypto-biz-crypto-was-in-full-swing-at-collision-conference-june-17-23,25.06.2022 01:05
223,https://es.cointelegraph.com/news/here-s-how-pro-traders-could-use-bitcoin-options-to-buy-the-20k-btc-dip,25.06.2022 00:35
224,https://es.cointelegraph.com/news/top-crypto-news-of-the-week-patience-will-be-the-key-according-to-bukele-panama-rejects-the-bitcoin-law-uphold-withdraws-from,25.06.2022 00:05
225,https://es.cointelegraph.com/news/white-hat-hacker-attempts-to-recover-millions-in-lost-bitcoin-finds-only-105,24.06.2022 20:35
226,https://es.cointelegraph.com/news/visa-intensifies-its-efforts-in-the-cryptographic-space-in-latin-america,24.06.2022 19:35
227,https://es.cointelegraph.com/news/spanish-tax-authorities-now-require-crypto-transactions-to-be-declared-even-if-they-have-given-a-loss,24.06.2022 19:05
228,https://es.cointelegraph.com/news/cbdc-may-threat-stablecoins-not-bitcoin-ark36-exec,24.06.2022 19:05
229,https://es.cointelegraph.com/news/bitcoin-gives-encouraging-signs-watch-these-btc-price-levels-next,24.06.2022 18:35
230,https://es.cointelegraph.com/news/brutal-and-unrelentingly-hard-singapore-regulator-s-clampdown-on-crypto,24.06.2022 17:35
231,https://es.cointelegraph.com/news/bitcoin-miner-capitulation-event-may-have-already-happened-research,24.06.2022 15:35
232,https://es.cointelegraph.com/news/buy-bitcoin-or-start-mining-hashworks-ceo-points-to-attractive-investment-yield-in-btc-mining,24.06.2022 01:05
233,https://es.cointelegraph.com/news/coinbase-to-track-off-exchange-transactions-from-dutch-customers,23.06.2022 23:35
234,https://es.cointelegraph.com/news/spanish-airline-will-accept-payments-in-bitcoin-and-other-cryptocurrencies,23.06.2022 22:35
235,https://es.cointelegraph.com/news/university-of-cincinnati-turning-crypto-craze-into-educational-curriculum,23.06.2022 20:35
236,https://es.cointelegraph.com/news/crickets-on-day-1-but-proshares-short-bitcoin-etf-volume-up-380-on-day-2,23.06.2022 19:05
237,https://es.cointelegraph.com/news/voyager-s-60-share-price-plunge-leads-sea-of-red-for-crypto-stocks,23.06.2022 18:35
238,https://es.cointelegraph.com/news/bitcoin-hodler-data-hints-btc-price-really-close-to-bottom-analysts,23.06.2022 18:05
239,https://es.cointelegraph.com/news/binance-u-s-makes-btc-trading-fee-free-as-competitors-feel-the-heat,23.06.2022 17:35
240,https://es.cointelegraph.com/news/bitcoin-prices-in-latin-america-the-last-days-of-june,23.06.2022 17:35
241,https://es.cointelegraph.com/news/polygon-price-jumps-60-in-four-days-amid-pretty-big-matic-accumulation,23.06.2022 17:05
242,https://es.cointelegraph.com/news/china-warns-bitcoin-is-heading-to-zero-but-boe-looks-on-the-bright-side,23.06.2022 15:35
243,https://es.cointelegraph.com/news/on-the-brink-of-recession-can-bitcoin-survive-its-first-global-economic-crisis,23.06.2022 14:35
244,https://es.cointelegraph.com/news/voyager-enters-into-500m-loan-agreement-with-alameda-amid-3ac-exposure,23.06.2022 02:35
245,https://es.cointelegraph.com/news/institutions-are-exploring-the-space-kpmg-canada-crypto-team,23.06.2022 02:05
246,https://es.cointelegraph.com/news/the-governor-of-the-bank-of-spain-warned-of-the-risks-in-the-correlation-of-the-financial-system-with-the-crypto-market,23.06.2022 01:35
247,https://es.cointelegraph.com/news/the-good-the-bad-and-the-ugly-of-hodling,23.06.2022 01:05
248,https://es.cointelegraph.com/news/chainalysis-launches-reporting-service-for-businesses-targeted-in-crypto-related-cyberattacks,22.06.2022 22:05
249,https://es.cointelegraph.com/news/friday-s-2-25b-bitcoin-options-expiry-might-prove-that-17-6k-wasn-t-btc-s-bottom,22.06.2022 21:35
250,https://es.cointelegraph.com/news/in-brazil-banks-will-use-cbdc-as-collateral-to-issue-their-own-stablecoins,22.06.2022 21:05
251,https://es.cointelegraph.com/news/bitcoin-price-rises-to-20-7k-as-fed-s-powell-says-more-rate-hikes-appropriate,22.06.2022 20:05
252,https://es.cointelegraph.com/news/bitcoin-will-make-central-bank-obsolete-declares-brazilian-congressman,22.06.2022 18:36
253,https://es.cointelegraph.com/news/bitcoin-miners-sold-their-entire-may-harvest-report,22.06.2022 18:05
254,https://es.cointelegraph.com/news/brazilian-soccer-team-begins-accepting-shiba-inu-dogecoin-and-other-cryptocurrencies-for-payments,22.06.2022 17:35
255,https://es.cointelegraph.com/news/crypto-influencers-allegedly-weaponize-conspiracies-to-fleece-qanon-followers,22.06.2022 17:35
256,https://es.cointelegraph.com/news/bitcoin-price-wicks-below-20k-as-whales-send-50k-btc-to-exchanges,22.06.2022 17:05
257,https://es.cointelegraph.com/news/nayib-bukele-el-salvadors-president-tells-his-citizens-patience-will-be-key,22.06.2022 17:05
258,https://es.cointelegraph.com/news/blockchain-isn-t-as-decentralized-as-you-think-defense-agency-report,22.06.2022 15:35
259,https://es.cointelegraph.com/news/bis-compares-projects-to-transfer-central-bank-digital-currencies-across-borders,22.06.2022 03:05
260,https://es.cointelegraph.com/news/president-of-bbva-says-that-what-really-stands-out-is-blockchain-technology-and-defends-his-investment-in-coinbase,22.06.2022 02:35
261,https://es.cointelegraph.com/news/colombia-s-new-president-seems-to-be-a-fan-of-bitcoin,22.06.2022 01:05
262,https://es.cointelegraph.com/news/aaron-olmos-venezuelan-economist-declared-that-the-original-use-of-bitcoin-is-distorted,22.06.2022 01:05
263,https://es.cointelegraph.com/news/is-there-a-way-for-the-crypto-sector-to-avoid-bitcoin-s-halving-related-bear-markets,22.06.2022 00:35
264,https://es.cointelegraph.com/news/ftx-us-acquires-embed-financial-subsidiary-for-stock-trading-platform,22.06.2022 00:35
265,https://es.cointelegraph.com/news/cointelegraph-store-introduces-summer-of-crypto-merch-collection,21.06.2022 22:36
266,https://es.cointelegraph.com/news/why-the-crypto-market-crash-may-play-in-bitcoin-s-favour,21.06.2022 22:35
267,https://es.cointelegraph.com/news/japanese-film-studio-announces-the-production-of-a-series-based-on-crypto,21.06.2022 22:35
268,https://es.cointelegraph.com/news/bitfarms-sold-3k-bitcoin-as-part-of-strategy-to-improve-liquidity-and-pay-debts,21.06.2022 22:35
269,https://es.cointelegraph.com/news/deloitte-and-nydig-set-up-alliance-to-help-businesses-adopt-bitcoin,21.06.2022 22:05
270,https://es.cointelegraph.com/news/bitcoin-price-taps-5-day-highs-as-shiba-inu-leads-altcoin-gains,21.06.2022 21:05
271,https://es.cointelegraph.com/news/bitcoin-s2f-model-gives-false-sense-of-certainty-says-vitalik-buterin,21.06.2022 19:05
272,https://es.cointelegraph.com/news/bitcoin-in-zimbabwe-importing-cars-and-sending-money-to-family,21.06.2022 19:05
273,https://es.cointelegraph.com/news/law-decoded-june-13-20-celsius-exodus-and-liquidity-crisis,21.06.2022 18:35
274,https://es.cointelegraph.com/news/btc-markets-becomes-first-australian-crypto-firm-to-get-a-financial-services-license,21.06.2022 18:05
275,https://es.cointelegraph.com/news/michael-van-de-poppe-well-known-cryptocurrency-analyst-says-he-is-bullish-on-ethereum-and-eths-three-rivals,21.06.2022 16:05
276,https://es.cointelegraph.com/news/that-s-not-hodling-over-50-of-bitcoin-addresses-still-in-profit,21.06.2022 14:05
277,https://es.cointelegraph.com/news/opensea-rival-cryptocurrency-appreciates-111-in-7-days-amid-67-rise-in-nfts-marketplace,21.06.2022 02:35
278,https://es.cointelegraph.com/news/bitcoin-and-cryptocurrencies-various-points-to-take-into-account,21.06.2022 01:05
279,https://es.cointelegraph.com/news/bitcoin-futures-enter-backwardation-for-the-first-time-in-a-year,21.06.2022 00:35
280,https://es.cointelegraph.com/news/more-forced-selling-ahead-purpose-bitcoin-etf-holdings-plunge-by-51-in-biggest-outflow-ever,20.06.2022 22:35
281,https://es.cointelegraph.com/news/proshares-will-launch-etf-aimed-at-shorting-bitcoin-following-dip-under-20k,20.06.2022 21:35
282,https://es.cointelegraph.com/news/bitcoin-what-is-the-difference-between-the-price-and-the-value-of-money,20.06.2022 21:35
283,https://es.cointelegraph.com/news/bitcoin-dead-google-searches-hit-new-all-time-high,20.06.2022 20:35
284,https://es.cointelegraph.com/news/btc-price-recovers-to-3-day-highs-as-new-whale-support-forms-at-19-2k,20.06.2022 20:05
285,https://es.cointelegraph.com/news/synthetix-racks-up-over-1m-in-daily-fees-as-snx-token-value-surges-100,20.06.2022 18:35
286,https://es.cointelegraph.com/news/what-ethereum-use-case-can-make-eth-a-500b-market-cap-asset-community-answers,20.06.2022 18:05
287,https://es.cointelegraph.com/news/marathon-digital-keeps-on-mining-despite-btc-price-slump,20.06.2022 18:05
288,https://es.cointelegraph.com/news/bitcoin-mints-more-than-13-000-wholecoiners-in-the-past-seven-days,20.06.2022 17:35
289,https://es.cointelegraph.com/news/crypto-lending-can-still-survive-bear-market-analyst-says,20.06.2022 17:35
290,https://es.cointelegraph.com/news/celsius-recovery-plan-proposed-amid-community-led-short-squeeze-attempt,20.06.2022 16:05
291,https://es.cointelegraph.com/news/worst-quarter-ever-for-stocks-5-things-to-know-in-bitcoin-this-week,20.06.2022 15:05
292,https://es.cointelegraph.com/news/top-5-cryptocurrencies-to-watch-this-week-btc-sol-ltc-link-bsv,20.06.2022 06:05
293,https://es.cointelegraph.com/news/el-salvador-president-addresses-bear-market-concerns-with-bitcoin-hopium,20.06.2022 01:05
294,https://es.cointelegraph.com/news/bitcoin-heads-for-dismal-weekly-close-as-btc-price-rejects-at-20k,19.06.2022 20:35
295,https://es.cointelegraph.com/news/the-btc-origin-story-who-designed-the-bitcoin-logo,19.06.2022 03:05
296,https://es.cointelegraph.com/news/bitcoin-critics-say-btc-price-is-going-to-0-this-time-but-these-3-signals-suggest-otherwise,19.06.2022 01:35
297,https://es.cointelegraph.com/news/crypto-remittances-from-mexico-to-the-us-grew-400,18.06.2022 21:05
298,https://es.cointelegraph.com/news/bitcoin-price-falls-below-20k-for-first-time-since-2020,18.06.2022 20:05
299,https://es.cointelegraph.com/news/crypto-biz-crypto-carnage-pushes-celsius-three-arrows-capital-closer-to-insolvency-june-9-16,18.06.2022 02:05
300,https://es.cointelegraph.com/news/5-indicators-traders-can-use-to-know-when-a-crypto-bear-market-is-ending,18.06.2022 01:05
301,https://es.cointelegraph.com/news/market-selling-might-ease-but-traders-are-on-the-sidelines-until-btc-confirms-20k-as-support,18.06.2022 01:05
302,https://es.cointelegraph.com/news/top-crypto-news-of-the-week-el-salvador-has-no-losses-tether-now-on-tezos-network-do-kwon-and-terraform-labs-cited-by-sec,18.06.2022 00:35
303,https://es.cointelegraph.com/news/finance-redefined-three-arrow-capital-and-celsius-fall-brings-a-tsunami-of-sell-off-in-defi,18.06.2022 00:05
304,https://es.cointelegraph.com/news/russia-seems-to-be-preparing-to-mine-bitcoin-with-flare-gas,17.06.2022 22:05
305,https://es.cointelegraph.com/news/president-of-panama-shoots-down-crypto-bill-citing-fatf-guidelines,17.06.2022 21:35
306,https://es.cointelegraph.com/news/uae-launches-the-world-s-most-expensive-modern-postage-stamp,17.06.2022 20:35
307,https://es.cointelegraph.com/news/bitcoin-whale-support-lines-up-as-trader-says-14k-most-bearish-btc-price-target,17.06.2022 19:35
308,https://es.cointelegraph.com/news/inverse-finance-exploited-again-for-1-2m-in-flashloan-oracle-attack,17.06.2022 19:05
309,https://es.cointelegraph.com/news/nft-platforms-in-china-grow-5x-in-four-months-despite-government-warnings,17.06.2022 18:35
310,https://es.cointelegraph.com/news/onyze-and-ibm-cloud-reach-an-agreement-to-improve-crypto-custody-services,17.06.2022 18:05
311,https://es.cointelegraph.com/news/72-of-the-top-100-coins-have-fallen-90-or-more-here-are-the-holdouts,17.06.2022 17:05
312,https://es.cointelegraph.com/news/portfolio-in-the-red-how-tax-loss-harvesting-can-help-stem-the-pain,17.06.2022 14:35
313,https://es.cointelegraph.com/news/gbtc-premium-hits-34-all-time-low-as-crypto-funds-puke-out-tokens,17.06.2022 13:35
314,https://es.cointelegraph.com/news/bitcoin-traders-expect-a-long-consolidation-phase-now-that-btc-trades-below-21k,17.06.2022 03:05
315,https://es.cointelegraph.com/news/tether-condemns-false-rumors-about-its-commercial-paper-stands,17.06.2022 01:36
316,https://es.cointelegraph.com/news/hester-peirce-expresses-strong-support-for-crypto-spot-etfs-and-regulatory-structure,17.06.2022 01:36
317,https://es.cointelegraph.com/news/three-arrows-capital-has-failed-to-meet-margin-calls-report,17.06.2022 01:35
318,https://es.cointelegraph.com/news/resistance-is-futile-3-reasons-why-bitcoin-mining-will-never-go-away,17.06.2022 01:35
319,https://es.cointelegraph.com/news/crypto-winter-when-did-it-arrive-when-is-he-leaving-how-to-survive,17.06.2022 00:35
320,https://es.cointelegraph.com/news/further-downside-is-expected-but-multiple-data-points-suggest-bitcoin-is-undervalued,16.06.2022 23:35
321,https://es.cointelegraph.com/news/texas-securities-regulator-investigates-celsius-over-withdrawal-suspension-report,16.06.2022 23:35
322,https://es.cointelegraph.com/news/banking-uses-56-times-more-energy-than-bitcoin-valuechain-report,16.06.2022 21:37
323,https://es.cointelegraph.com/news/accepting-bitcoin-for-your-business-just-like-tesla-report,16.06.2022 21:35
324,https://es.cointelegraph.com/news/builders-rejoice-experts-on-why-bear-markets-are-good-for-bitcoin,16.06.2022 19:35
325,https://es.cointelegraph.com/news/btc-price-rejects-at-23k-as-us-dollar-declines-from-fresh-20-year-highs,16.06.2022 19:05
326,https://es.cointelegraph.com/news/buy-bitcoin-plant-a-tree-lower-your-time-preference-a-sequoia-story,16.06.2022 18:35
327,https://es.cointelegraph.com/news/these-3-metrics-suggest-the-bitcoin-price-crash-is-not-over,16.06.2022 17:05
328,https://es.cointelegraph.com/news/car-president-urges-citizens-to-understand-bitcoin-to-bring-long-term-prosperity,16.06.2022 17:05
329,https://es.cointelegraph.com/news/cheaper-than-it-looks-fidelity-exec-says-btc-undervalued-and-oversold,16.06.2022 14:35
330,https://es.cointelegraph.com/news/large-bitcoin-liquidations-mean-one-man-s-pain-is-another-man-s-pleasure-time-to-buy-the-dip,16.06.2022 02:35
331,https://es.cointelegraph.com/news/metamask-warns-of-security-vulnerability-from-older-versions-of-popular-crypto-wallet,16.06.2022 02:05
332,https://es.cointelegraph.com/news/vitalik-buterin-shares-his-thoughts-on-non-financial-use-cases-for-blockchain,16.06.2022 01:35
333,https://es.cointelegraph.com/news/bitcoin-trading-momentum-strategies-with-different-moving-averages,16.06.2022 01:05
334,https://es.cointelegraph.com/news/bitcoin-price-climbs-to-22-5k-after-fed-75-basis-point-hike-aims-to-cap-runaway-inflation,16.06.2022 00:35
335,https://es.cointelegraph.com/news/hold-bitcoin-is-here-to-stay-even-as-new-innovations-develop-bybit-founder,15.06.2022 23:35
336,https://es.cointelegraph.com/news/1-btc-1-btc,15.06.2022 23:35
337,https://es.cointelegraph.com/news/chainlink-integrates-with-moonbeam-to-provide-price-data-to-polkadot-developers,15.06.2022 20:05
338,https://es.cointelegraph.com/news/bitcoin-bounces-8-from-lows-amid-warning-btc-price-bottom-shouldn-t-be-like-that,15.06.2022 19:05
339,https://es.cointelegraph.com/news/bitcoin-is-the-amazon-of-crypto-and-everything-else-are-bets-says-blocktower-founder,15.06.2022 18:35
340,https://es.cointelegraph.com/news/bitcoin-and-lightning-network-can-save-defi-from-adversity-microstrategy-ceo,15.06.2022 18:05
341,https://es.cointelegraph.com/news/celsius-reportedly-seeks-advice-from-lawyers-on-restructuring,15.06.2022 17:35
342,https://es.cointelegraph.com/news/bitcoin-miners-exchange-flow-reaches-7-month-high-as-btc-price-tanks-below-21k,15.06.2022 17:35
343,https://es.cointelegraph.com/news/is-the-bottom-in-raoul-pal-scaramucci-load-up-novogratz-and-hayes-weigh-in,15.06.2022 14:05
344,https://es.cointelegraph.com/news/biggest-bitcoin-exchange-inflows-since-2018-put-potential-20k-bottom-at-risk,15.06.2022 13:35
345,https://es.cointelegraph.com/news/ethereum-price-falls-below-1-1k-and-data-suggests-the-bottom-is-still-a-ways-away,15.06.2022 04:35
346,https://es.cointelegraph.com/news/what-is-happening-with-the-price-of-bitcoin,14.06.2022 23:35
347,https://es.cointelegraph.com/news/too-early-to-say-bitcoin-price-has-reclaimed-key-bear-market-support-analysis,14.06.2022 21:35
348,https://es.cointelegraph.com/news/ethereum-crashed-by-94-in-2018-will-history-repeat-with-eth-price-bottoming-at-375,14.06.2022 21:35
349,https://es.cointelegraph.com/news/zed-run-founder-envisions-user-narrative-driven-metaverse,14.06.2022 19:05
350,https://es.cointelegraph.com/news/nothing-issue-microstrategy-ceo-plans-to-hodl-bitcoin-through-adversity,14.06.2022 19:05
351,https://es.cointelegraph.com/news/nyc-mayor-eric-adams-speaks-out-against-pow-mining-ban-legislation,14.06.2022 18:35
352,https://es.cointelegraph.com/news/el-salvador-has-not-had-any-losses-due-to-bitcoin-price-dive-finance-minister-says,14.06.2022 17:35
353,https://es.cointelegraph.com/news/taxes-of-top-concern-behind-bitcoin-salaries-exodus-ceo-says,14.06.2022 17:05
354,https://es.cointelegraph.com/news/cryptocurrency-collapse-what-cryptocurrency-collapse-bitcoin-mining-is-still-in-full-swing,14.06.2022 15:35
355,https://es.cointelegraph.com/news/btc-price-crashes-to-20-8k-as-deadly-candles-liquidate-1-2-billion,14.06.2022 14:05
356,https://es.cointelegraph.com/news/law-decoded-june-7-13-lummis-gillibrand-bill-is-finally-here,14.06.2022 04:35
357,https://es.cointelegraph.com/news/crypto-users-take-to-twitter-to-lament-the-ongoing-market-downturn,14.06.2022 03:35
358,https://es.cointelegraph.com/news/bitcoin-has-support-at-23k-but-analysts-warn-of-a-dire-drop-to-8k-as-global-debt-unwinds,14.06.2022 02:35
359,https://es.cointelegraph.com/news/bitcoin-price-falls-below-its-realized-price-but-is-it-time-to-buy-the-dip,14.06.2022 02:05
360,https://es.cointelegraph.com/news/edward-snowden-defends-cryptocurrencies-as-a-form-of-payment-and-reveals-anonymous-use-of-bitcoin-to-pay-for-web-hosting,14.06.2022 00:35
361,https://es.cointelegraph.com/news/bitcoin-derivatives-data-shows-no-bottom-in-sight-as-traders-avoid-leveraged-long-positions,13.06.2022 22:35
362,https://es.cointelegraph.com/news/how-did-inflation-affect-the-price-of-bitcoin,13.06.2022 22:35
363,https://es.cointelegraph.com/news/binance-resumes-withdrawals-as-many-retail-crypto-investors-monitor-exchanges,13.06.2022 22:05
364,https://es.cointelegraph.com/news/binance-suspends-bitcoin-withdrawals-cz-says-funds-are-safu,13.06.2022 21:35
365,https://es.cointelegraph.com/news/according-to-market-analysts-at-bitfinex-bitcoins-dominance-continues-to-increase,13.06.2022 20:35
366,https://es.cointelegraph.com/news/bitcoin-analysts-are-watching-these-btc-price-levels-as-key-trendline-looms,13.06.2022 20:05
367,https://es.cointelegraph.com/news/bitcoin-hash-rate-marks-all-time-high-as-btc-price-drops-below-25k,13.06.2022 19:35
368,https://es.cointelegraph.com/news/why-is-the-bitcoin-price-falling-below-24-000,13.06.2022 19:35
369,https://es.cointelegraph.com/news/in-this-together-musk-and-saylor-down-a-combined-1-5b-on-bitcoin-buys,13.06.2022 19:35
370,https://es.cointelegraph.com/news/celsius-exodus-320m-in-crypto-sent-to-ftx-user-withdrawals-paused,13.06.2022 17:05
371,https://es.cointelegraph.com/news/old-bitcoin-mining-rigs-risk-shutdown-after-btc-price-slips-under-24k,13.06.2022 17:05
372,https://es.cointelegraph.com/news/bitcoin-nears-23-8k-may-low-as-crypto-market-cap-drops-under-1-trillion,13.06.2022 16:05
373,https://es.cointelegraph.com/news/lowest-weekly-close-since-december-2020-5-things-to-know-in-bitcoin-this-week,13.06.2022 15:05
374,https://es.cointelegraph.com/news/bitcoin-and-banking-s-differing-energy-narratives-are-a-matter-of-perspective,13.06.2022 02:05
375,https://es.cointelegraph.com/news/top-5-cryptocurrencies-to-watch-this-week-btc-ftt-xtz-kcs-hnt,13.06.2022 01:35
376,https://es.cointelegraph.com/news/bitcoin-price-drops-to-lowest-since-may-as-ethereum-market-trades-at-18-4-loss,12.06.2022 17:35
377,https://es.cointelegraph.com/news/innovation-in-fiat-on-ramps-can-overcome-crypto-s-expensive-card-fees,12.06.2022 03:05
378,https://es.cointelegraph.com/news/the-total-crypto-market-cap-drops-under-1-2t-but-data-show-traders-are-less-inclined-to-sell,11.06.2022 23:35
379,https://es.cointelegraph.com/news/bitcoin-price-threatens-lowest-weekly-close-since-2020-as-inflation-spooks-markets,11.06.2022 18:35
380,https://es.cointelegraph.com/news/bitcoin-ecosystem-makes-a-u-turn-recovery-in-global-atm-installations,11.06.2022 16:35
381,https://es.cointelegraph.com/news/here-s-how-blockchains-are-helping-to-advance-the-global-energy-grid,11.06.2022 02:35
382,https://es.cointelegraph.com/news/jack-dorsey-is-building-web5-powered-by-bitcoin,11.06.2022 01:05
383,https://es.cointelegraph.com/news/top-crypto-news-of-the-week-fed-studies-effects-of-a-cbdc-binance-responds-to-money-laundering-accusations,11.06.2022 00:35
384,https://es.cointelegraph.com/news/bitcoin-altcoins-sell-off-on-record-high-inflation-but-traders-still-expect-btc-to-consolidate,11.06.2022 00:35
385,https://es.cointelegraph.com/news/the-brazilian-development-bank-together-with-the-federal-court-of-accounts-launched-the-blockchain-brazil-network-project,10.06.2022 20:35
386,https://es.cointelegraph.com/news/swedish-central-bankers-snipe-bitcoin-mining-cite-rampant-energy-use,10.06.2022 20:05
387,https://es.cointelegraph.com/news/ethereum-eyes-fresh-yearly-lows-vs-bitcoin-as-bulls-snub-successful-merge-rehearsal,10.06.2022 20:05
388,https://es.cointelegraph.com/news/bitcoin-lightning-network-capacity-charges-through-4-000-btc,10.06.2022 19:05
389,https://es.cointelegraph.com/news/bitcoin-price-falls-under-29-5k-after-unexpected-40-year-high-us-inflation,10.06.2022 18:35
390,https://es.cointelegraph.com/news/global-bitcoin-adoption-to-hit-10-by-2030-blockware-report,10.06.2022 18:05
391,https://es.cointelegraph.com/news/bitcoin-s-real-energy-use-questioned-as-ethereum-founder-criticizes-btc,10.06.2022 17:36
392,https://es.cointelegraph.com/news/bitcoin-at-the-wef-what-did-the-worlds-elite-think-of-crypto,10.06.2022 17:35
393,https://es.cointelegraph.com/news/anchorage-forms-custody-network-with-five-crypto-exchanges,10.06.2022 17:35
394,https://es.cointelegraph.com/news/bloomberg-terminal-supersizes-its-crypto-coverage-40-more-coins,10.06.2022 16:35
395,https://es.cointelegraph.com/news/bitcoin-miners-say-ny-ban-will-be-ineffective-and-isolate-the-state,10.06.2022 15:35
396,https://es.cointelegraph.com/news/30k-btc-price-has-severe-impact-on-bitcoin-miner-profits-analysis,10.06.2022 14:35
397,https://es.cointelegraph.com/news/ocean-protocol-helium-and-chainlink-post-monthly-gains-while-bitcoin-price-consolidates,10.06.2022 02:05
398,https://es.cointelegraph.com/news/tether-is-instrument-of-freedom-and-bitcoin-onramp-says-bitfinex-cto,10.06.2022 00:05
399,https://es.cointelegraph.com/news/bitcoin-safe-haven-or-risk-asset,09.06.2022 22:35
400,https://es.cointelegraph.com/news/jack-dorsey-and-jay-z-collaborate-on-bitcoin-brooklyn-educational-program,09.06.2022 22:05
401,https://es.cointelegraph.com/news/bitcoin-derivatives-data-forecasts-sub-30k-btc-price-heading-into-friday-s-800m-options-expiry,09.06.2022 21:35
402,https://es.cointelegraph.com/news/despite-what-you-heard-nft-market-is-far-from-dead-dappradar,09.06.2022 20:35
403,https://es.cointelegraph.com/news/bitcoin-stocks-correlation-feels-like-100-as-30k-btc-price-frustrates,09.06.2022 19:05
404,https://es.cointelegraph.com/news/legal-troubles-mount-for-terraform-labs-as-seoul-police-investigative,09.06.2022 18:35
405,https://es.cointelegraph.com/news/no-more-power-surge-community-celebrates-as-ropsten-testnet-merge-goes-live,09.06.2022 17:05
406,https://es.cointelegraph.com/news/bitcoin-will-finish-2022-flat-possibly-up-says-analyst-as-saylor-bets-on-1m-btc,09.06.2022 15:05
407,https://es.cointelegraph.com/news/defi-contagion-analysts-warn-of-staked-ether-de-pegging-from-ethereum-by-50,09.06.2022 14:05
408,https://es.cointelegraph.com/news/gillibrand-and-lummis-state-that-most-altcoins-are-securities,09.06.2022 06:05
409,https://es.cointelegraph.com/news/digital-assets-still-make-a-lot-of-sense-says-codex-co-founder,09.06.2022 01:35
410,https://es.cointelegraph.com/news/why-is-it-smart-to-diversify-our-investments,09.06.2022 00:05
411,https://es.cointelegraph.com/news/bitcoin-bears-have-plenty-of-reasons-to-hold-btc-price-below-32-000,08.06.2022 23:35
412,https://es.cointelegraph.com/news/despite-bearish-trend-hedge-funds-are-dipping-their-toes-in-crypto-pwc,08.06.2022 22:05
413,https://es.cointelegraph.com/news/wall-street-sends-btc-price-to-30-8k-as-latest-us-dollar-uptick-fails,08.06.2022 21:05
414,https://es.cointelegraph.com/news/human-rights-activists-take-aim-at-privileged-crypto-critics-in-letter-to-congress,08.06.2022 21:05
415,https://es.cointelegraph.com/news/indonesia-licensed-crypto-asset-platform-pintu-raises-113m-in-series-b,08.06.2022 20:35
416,https://es.cointelegraph.com/news/ethereum-double-doji-pattern-hints-at-a-50-eth-price-rally-by-september,08.06.2022 20:05
417,https://es.cointelegraph.com/news/crypto-bank-custodia-sues-the-fed-over-19-month-delay-on-account-approval,08.06.2022 17:05
418,https://es.cointelegraph.com/news/grayscale-hires-former-solicitor-general-to-help-force-bitcoin-etf-approval,08.06.2022 15:05
419,https://es.cointelegraph.com/news/can-it-get-any-easier-bitcoin-whales-dictate-when-to-buy-and-sell-btc,08.06.2022 13:35
420,https://es.cointelegraph.com/news/chainalysis-exec-touts-blockchain-analysis-to-senate-homeland-security-committee,08.06.2022 02:35
421,https://es.cointelegraph.com/news/bitcoin-price-recovers-31-5k-but-traders-say-scam-price-action-will-bring-more-downside,08.06.2022 02:05
422,https://es.cointelegraph.com/news/bitcoin-thematic-etf-lists-on-italian-stock-exchange-borsa-italiana,08.06.2022 00:35
423,https://es.cointelegraph.com/news/paypal-enables-transfer-of-digital-currencies-to-external-wallets,08.06.2022 00:05
424,https://es.cointelegraph.com/news/coinbase-balance-drops-by-30k-btc-as-bitcoin-price-nurses-6-losses,07.06.2022 21:35
425,https://es.cointelegraph.com/news/ethereum-2-0-vs-the-top-ethereum-killers-the-market-report,07.06.2022 19:35
426,https://es.cointelegraph.com/news/longer-term-bitcoin-holder-losses-hit-two-year-lows,07.06.2022 18:05
427,https://es.cointelegraph.com/news/fed-forgets-long-term-dollar-devaluation-when-pricing-eggs-in-btc,07.06.2022 18:05
428,https://es.cointelegraph.com/news/cybersecurity-firm-supports-bitcoin-mission-converts-balance-sheet-to-btc,07.06.2022 17:35
429,https://es.cointelegraph.com/news/two-more-spot-crypto-etfs-launch-on-australian-markets,07.06.2022 16:35
430,https://es.cointelegraph.com/news/bitcoin-bart-simpson-returns-as-btc-price-dives-7-in-hours,07.06.2022 14:35
431,https://es.cointelegraph.com/news/brazil-el-salvador-and-the-states-view-of-bitcoin-and-cryptocurrencies,07.06.2022 04:05
432,https://es.cointelegraph.com/news/reserve-rights-rsr-builds-momentum-ahead-of-its-long-awaited-mainnet-launch,07.06.2022 02:05
433,https://es.cointelegraph.com/news/traders-think-bitcoin-bottomed-but-on-chain-metrics-point-to-one-more-capitulation-event,07.06.2022 01:05
